species,process,type,threshold_eV,mass_amu,energy_eV,cross_section_m2
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,0.11,1.039721903884e-20
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,0.12,9.342851634921e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,0.13,8.428816339331e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,0.14,7.634128854985e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,0.15,6.941833035837e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,0.16,6.338045311902e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,0.17,5.811267841186e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,0.18,5.351883969689e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,0.19,4.951780532706e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,0.2,4.604060372505e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,0.21,4.302820280664e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,0.22,4.042977211006e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,0.23,3.820130659790e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,0.24,3.630452522720e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,0.25,3.470598089710e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,0.26,3.337633487047e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,0.27,3.228976051028e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,0.28,3.142344966050e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,0.29,3.075720121867e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,0.3,3.027307605689e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,0.31,2.995510590420e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,0.32,2.978904642217e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,0.33,2.976216670830e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,0.34,2.986306900823e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,0.35,3.008153362139e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,0.36,3.040838492856e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,0.37,3.083537521617e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,0.38,3.135508356593e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,0.39,3.196082755369e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,0.4,3.264658588487e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,0.41,3.340693040414e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,0.42,3.423696617042e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,0.43,3.513227849529e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,0.44,3.608888601372e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,0.45,3.710319899731e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,0.46,3.817198223711e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,0.47,3.929232192138e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,0.48,4.046159601510e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,0.49,4.167744771733e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,0.5,4.293776163037e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,0.51,4.424064232406e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,0.52,4.558439502025e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,0.53,4.696750815833e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,0.54,4.838863763297e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,0.55,4.984659252149e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,0.56,5.134032214085e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,0.57,5.286890429346e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,0.58,5.443153457785e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,0.59,5.602751665494e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,0.6,5.765625337297e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,0.61,5.931723866555e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,0.62,6.101005014641e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,0.63,6.273434233342e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,0.65,6.627633468869e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,0.67,6.994176656898e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,0.7,7.567033175303e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,0.75,8.583707895800e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,0.8,9.679858240005e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,0.85,1.085918495954e-20
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,0.9,1.212632784198e-20
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,0.95,1.348647170908e-20
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,1,1.494506320626e-20
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,1.2,1.800000000000e-20
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,1.5,2.250000000000e-20
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,1.7,2.630000000000e-20
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,2,3.200000000000e-20
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,2.5,4.150000000000e-20
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,3,5.100000000000e-20
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,4,7.050000000000e-20
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,5,8.900000000000e-20
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,6,1.110000000000e-19
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,7,1.340000000000e-19
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,8,1.580000000000e-19
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,9,1.810000000000e-19
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,10,2.030000000000e-19
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,11,2.190000000000e-19
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,12,2.300000000000e-19
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,13,2.340000000000e-19
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,14,2.350000000000e-19
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,15,2.320000000000e-19
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,16,2.220000000000e-19
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,18,1.940000000000e-19
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,20,1.700000000000e-19
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,25,1.330000000000e-19
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,30,1.100000000000e-19
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,40,8.440000000000e-20
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,50,7.160000000000e-20
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,60,6.280000000000e-20
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,70,5.780000000000e-20
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,80,5.250000000000e-20
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,90,4.890000000000e-20
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,100,4.500000000000e-20
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,125,3.950000000000e-20
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,150,3.510000000000e-20
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,200,3.030000000000e-20
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,250,2.700000000000e-20
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,300,2.480000000000e-20
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,350,2.300000000000e-20
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,400,2.100000000000e-20
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,500,1.900000000000e-20
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,600,1.720000000000e-20
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,700,1.580000000000e-20
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,800,1.470000000000e-20
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,1000,1.270000000000e-20
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,1500,9.800000000000e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,2000,8.180000000000e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,3000,6.200000000000e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,4000,5.100000000000e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,5000,4.340000000000e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,6000,3.800000000000e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,8000,3.130000000000e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,10000,2.500000000000e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,15000,1.800000000000e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,20000,1.380000000000e-21
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,40000,7.600000000000e-22
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,60000,5.600000000000e-22
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,80000,4.500000000000e-22
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,100000,3.780000000000e-22
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,125000,3.220000000000e-22
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,150000,2.840000000000e-22
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,175000,2.570000000000e-22
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,200000,2.370000000000e-22
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,250000,2.090000000000e-22
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,300000,1.900000000000e-22
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,350000,1.770000000000e-22
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,400000,1.680000000000e-22
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,450000,1.600000000000e-22
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,500000,1.550000000000e-22
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,600000,1.460000000000e-22
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,700000,1.400000000000e-22
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,800000,1.360000000000e-22
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,900000,1.320000000000e-22
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,1000000,1.300000000000e-22
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,1250000,1.260000000000e-22
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,1500000,1.230000000000e-22
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,1750000,1.210000000000e-22
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,2000000,1.200000000000e-22
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,2500000,1.190000000000e-22
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,3000000,1.180000000000e-22
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,3500000,1.170000000000e-22
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,4000000,1.170000000000e-22
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,4500000,1.160000000000e-22
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,5000000,1.160000000000e-22
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,6000000,1.160000000000e-22
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,7000000,1.160000000000e-22
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,8000000,1.160000000000e-22
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,9000000,1.160000000000e-22
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,10000000,1.150000000000e-22
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,12500000,1.150000000000e-22
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,15000000,1.150000000000e-22
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,17500000,1.150000000000e-22
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,20000000,1.150000000000e-22
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,25000000,1.150000000000e-22
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,30000000,1.150000000000e-22
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,35000000,1.150000000000e-22
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,40000000,1.150000000000e-22
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,45000000,1.150000000000e-22
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,50000000,1.150000000000e-22
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,60000000,1.150000000000e-22
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,70000000,1.150000000000e-22
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,80000000,1.150000000000e-22
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,90000000,1.150000000000e-22
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,100000000,1.150000000000e-22
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,125000000,1.150000000000e-22
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,150000000,1.150000000000e-22
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,175000000,1.150000000000e-22
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,200000000,1.150000000000e-22
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,250000000,1.150000000000e-22
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,300000000,1.150000000000e-22
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,350000000,1.150000000000e-22
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,400000000,1.150000000000e-22
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,450000000,1.150000000000e-22
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,500000000,1.150000000000e-22
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,600000000,1.150000000000e-22
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,700000000,1.150000000000e-22
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,800000000,1.150000000000e-22
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,900000000,1.150000000000e-22
Ar,Magboltz 11.17 GAS2 argon elastic total,elastic_total,0.0,39.948,1000000000,1.150000000000e-22
Ar,Magboltz 11.17 GAS2 argon elastic momentum transfer,elastic_momentum_transfer,0.0,39.948,0,7.491000000000e-20
Ar,Magboltz 11.17 GAS2 argon elastic momentum transfer,elastic_momentum_transfer,0.0,39.948,0.0001,7.104536344834e-20
Ar,Magboltz 11.17 GAS2 argon elastic momentum transfer,elastic_momentum_transfer,0.0,39.948,0.0002,6.946576185946e-20
Ar,Magboltz 11.17 GAS2 argon elastic momentum transfer,elastic_momentum_transfer,0.0,39.948,0.0003,6.826405477309e-20
Ar,Magboltz 11.17 GAS2 argon elastic momentum transfer,elastic_momentum_transfer,0.0,39.948,0.0004,6.725850545858e-20
Ar,Magboltz 11.17 GAS2 argon elastic momentum transfer,elastic_momentum_transfer,0.0,39.948,0.0006,6.558806020264e-20
Ar,Magboltz 11.17 GAS2 argon elastic momentum transfer,elastic_momentum_transfer,0.0,39.948,0.0008,6.419650243786e-20
Ar,Magboltz 11.17 GAS2 argon elastic momentum transfer,elastic_momentum_transfer,0.0,39.948,0.001,6.298365853414e-20
Ar,Magboltz 11.17 GAS2 argon elastic momentum transfer,elastic_momentum_transfer,0.0,39.948,0.0012,6.189804371446e-20
Ar,Magboltz 11.17 GAS2 argon elastic momentum transfer,elastic_momentum_transfer,0.0,39.948,0.0014,6.090901780579e-20
Ar,Magboltz 11.17 GAS2 argon elastic momentum transfer,elastic_momentum_transfer,0.0,39.948,0.0017,5.956457804939e-20
Ar,Magboltz 11.17 GAS2 argon elastic momentum transfer,elastic_momentum_transfer,0.0,39.948,0.002,5.834962714175e-20
Ar,Magboltz 11.17 GAS2 argon elastic momentum transfer,elastic_momentum_transfer,0.0,39.948,0.0025,5.654024444636e-20
Ar,Magboltz 11.17 GAS2 argon elastic momentum transfer,elastic_momentum_transfer,0.0,39.948,0.003,5.493390933772e-20
Ar,Magboltz 11.17 GAS2 argon elastic momentum transfer,elastic_momentum_transfer,0.0,39.948,0.004,5.215165453112e-20
Ar,Magboltz 11.17 GAS2 argon elastic momentum transfer,elastic_momentum_transfer,0.0,39.948,0.005,4.977516202710e-20
Ar,Magboltz 11.17 GAS2 argon elastic momentum transfer,elastic_momentum_transfer,0.0,39.948,0.006,4.768720983143e-20
Ar,Magboltz 11.17 GAS2 argon elastic momentum transfer,elastic_momentum_transfer,0.0,39.948,0.008,4.412176557229e-20
Ar,Magboltz 11.17 GAS2 argon elastic momentum transfer,elastic_momentum_transfer,0.0,39.948,0.01,4.113018007693e-20
Ar,Magboltz 11.17 GAS2 argon elastic momentum transfer,elastic_momentum_transfer,0.0,39.948,0.012,3.854505571675e-20
Ar,Magboltz 11.17 GAS2 argon elastic momentum transfer,elastic_momentum_transfer,0.0,39.948,0.014,3.626668220201e-20
Ar,Magboltz 11.17 GAS2 argon elastic momentum transfer,elastic_momentum_transfer,0.0,39.948,0.017,3.328755326887e-20
Ar,Magboltz 11.17 GAS2 argon elastic momentum transfer,elastic_momentum_transfer,0.0,39.948,0.02,3.071275581817e-20
Ar,Magboltz 11.17 GAS2 argon elastic momentum transfer,elastic_momentum_transfer,0.0,39.948,0.025,2.708527358788e-20
Ar,Magboltz 11.17 GAS2 argon elastic momentum transfer,elastic_momentum_transfer,0.0,39.948,0.03,2.407248479121e-20
Ar,Magboltz 11.17 GAS2 argon elastic momentum transfer,elastic_momentum_transfer,0.0,39.948,0.035,2.151644682944e-20
Ar,Magboltz 11.17 GAS2 argon elastic momentum transfer,elastic_momentum_transfer,0.0,39.948,0.04,1.931459647110e-20
Ar,Magboltz 11.17 GAS2 argon elastic momentum transfer,elastic_momentum_transfer,0.0,39.948,0.045,1.739601484014e-20
Ar,Magboltz 11.17 GAS2 argon elastic momentum transfer,elastic_momentum_transfer,0.0,39.948,0.05,1.570934836207e-20
Ar,Magboltz 11.17 GAS2 argon elastic momentum transfer,elastic_momentum_transfer,0.0,39.948,0.055,1.421607164707e-20
Ar,Magboltz 11.17 GAS2 argon elastic momentum transfer,elastic_momentum_transfer,0.0,39.948,0.06,1.288646171491e-20
Ar,Magboltz 11.17 GAS2 argon elastic momentum transfer,elastic_momentum_transfer,0.0,39.948,0.065,1.169705918199e-20
Ar,Magboltz 11.17 GAS2 argon elastic momentum transfer,elastic_momentum_transfer,0.0,39.948,0.07,1.062899621002e-20
Ar,Magboltz 11.17 GAS2 argon elastic momentum transfer,elastic_momentum_transfer,0.0,39.948,0.075,9.666855272062e-21
Ar,Magboltz 11.17 GAS2 argon elastic momentum transfer,elastic_momentum_transfer,0.0,39.948,0.08,8.797866558083e-21
